/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_37.png 1255 1048 1274 1056 AFLice_01
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_91.png 125 581 147 585 AFLice_02
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_333.png 1508 878 1532 879 OLice_01
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_405.png 29 939 49 949 AFLice_03
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_476.png 1053 862 1096 873 AFLice_04
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_541.png 1489 896 1531 919 AFLice_05
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_604.png 1713 496 1775 496 AFLice_06
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_664.png 1322 1012 1362 1018 AFLice_07
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_1275.png 1624 586 1633 592 OLice_02
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_1157.png 850 628 869 637 AFLice_08
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_67.png 1585 1053 1603 1061 OLice_03
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_153.png 1832 37 1839 52 OLice_04
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_214.png 808 486 818 490 OLice_05
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_288.png 1832 964 1875 975 AFLice_09
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_388.png 1637 532 1648 535 AFLice_10
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_474.png 1659 576 1692 583 AFLice_11
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_644.png 1610 519 1672 534 AFLice_12
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_719.png 52 675 74 684 OLice_06
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_787.png 445 324 500 342 AFLice_13
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_823.png 1797 793 1809 798 OLice_07
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_886.png 1378 224 1410 239 AFLice_14
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_1091.png 1188 732 1216 746 AFLice_15
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_48.png 1436 674 1479 676 Not_AFLice_01
/root/data/lice_data/frames/testfile_piece_25/testfile_piece_25_109.png 1180 716 1216 717 Not_AFLice_02
