"id","localityNo","year","week","hasReportedLice","hasMechanicalRemoval","hasBathTreatment","hasInFeedTreatment","hasCleanerFishDeployed","isFallow","avgAdultFemaleLice","avgMobileLice","avgStationaryLice","seaTemperature","bathTreatments","inFeedTreatments","cleanerFish","mechanicalRemoval","timeSinceLastChitinSynthesisInhibitorTreatment"
44971,11756,2015,1,true,false,false,false,false,false,0.25,0.45,0.15,6.4,"[]","[]",,,
212667,13518,2015,1,true,false,false,false,false,false,0,0.02,0,4.8,"[]","[]",,,
70150,13563,2015,1,true,false,false,false,false,false,0.11,2.31,0,10,"[]","[]",,,
142686,11119,2015,1,true,false,false,false,false,false,0,0.06,0.05,6.4,"[]","[]",,,
144532,15196,2015,1,true,false,false,false,false,false,1.04,2.55,2.3,7.5,"[]","[]",,,
133244,13254,2015,1,true,false,false,false,false,false,0.03,0.53,0.13,6.53,"[]","[]",,,
125655,12357,2015,1,true,false,false,false,false,false,0.15,0.6,0,7.4,"[]","[]",,,
154948,11800,2015,1,true,false,false,false,false,false,0,0.3,0.4,7.89,"[]","[]",,,
21178,12988,2015,1,true,false,false,false,false,false,1.2,2.29,0.63,7.03,"[]","[]",,,
134853,31877,2015,1,true,false,false,false,false,false,0.18,1,0.14,6.1,"[]","[]",,,
125195,26795,2015,1,true,false,false,false,false,false,0.25,0.48,0.03,7.17,"[]","[]",,,
64837,18235,2015,1,true,false,false,false,false,false,0,0.03,0.01,7.04,"[]","[]",,,
173175,13845,2015,1,true,false,false,false,false,false,0,0,0,7.74,"[]","[]",,,
135772,20396,2015,1,true,false,false,false,false,false,0,0.1,0.03,5,"[]","[]",,,
113927,25055,2015,1,true,false,false,false,false,false,0.7,3.52,1.8,7.36,"[]","[]",,,
63220,11241,2015,1,true,false,false,false,false,false,0,0.12,0.04,5.01,"[]","[]",,,
102538,12178,2015,1,true,false,true,false,false,false,0.2,1.2,3.4,8,"[{""id"":706107,""treatmentType"":""Bath"",""startDate"":""2014-12-31T00:00:00"",""endDate"":""2014-12-31T00:00:00"",""entireLocality"":true,""treatmentDetail"":[{""id"":708599,""substanceId"":0,""substance"":{""id"":6,""name"":""Hydrogenperoksid""}}]}]","[]",,,
2260,11930,2015,1,true,false,false,false,false,false,0,0.07,0.33,7.7,"[]","[]",,,
65299,12308,2015,1,true,false,false,false,false,false,0.01,0.13,0.03,7.8,"[]","[]",,,
1110,31317,2015,1,true,false,false,false,false,false,0,0.03,0,7,"[]","[]",,,
122436,12625,2015,1,true,false,false,false,false,false,0,0,0,6.9,"[]","[]",,,
80314,11340,2015,1,true,false,false,false,false,false,0.15,0.6,0,5.3,"[]","[]",,,
201810,11274,2015,1,true,false,false,false,false,false,0.03,0.33,0,7.01,"[]","[]",,,
24181,10212,2015,1,true,false,false,false,false,false,0,0.02,0,7.2,"[]","[]",,,
114847,31857,2015,1,true,false,false,false,false,false,0.15,0.34,0.03,6.17,"[]","[]",,,
169710,13284,2015,1,true,false,false,false,false,false,0.05,0.13,0.03,6.5,"[]","[]",,,
111044,13209,2015,1,true,false,false,false,false,false,1.5,12.4,3.05,8.7,"[]","[]",,,
187957,13143,2015,1,true,false,false,false,false,false,0.05,0.18,0.02,4.2,"[]","[]",,,
90016,12040,2015,1,true,false,false,false,false,false,0.05,0.52,2.13,10,"[]","[]",,,
1570,15796,2015,1,true,false,false,false,false,false,0.03,1.2,0.97,6.7,"[]","[]",,,
21871,11488,2015,1,true,false,false,false,false,false,0.28,2.4,1.78,8.54,"[]","[]",,,
221695,28336,2015,1,true,false,false,false,false,false,0,0.03,0,6.15,"[]","[]",,,
223293,34197,2015,1,true,false,false,true,false,false,0.26,0.33,0,5.7,"[]","[{""id"":706077,""treatmentType"":""InFeed"",""startDate"":""2014-12-29T00:00:00"",""endDate"":""2015-01-04T00:00:00"",""entireLocality"":false,""treatmentDetail"":[{""id"":708561,""substanceId"":0,""substance"":{""id"":5,""name"":""Emamectin benzoat""}}]}]",,,
222831,32897,2015,1,true,false,false,false,false,false,0,0,0,6.07,"[]","[]",,,
20485,12466,2015,1,true,false,false,false,false,false,0.08,0.08,0,7.82,"[]","[]",,,
19330,10223,2015,1,true,false,false,false,false,false,0,0.05,0,8,"[]","[]",,,
174578,12237,2015,1,true,false,false,false,false,false,0,0.01,0,7.86,"[]","[]",,,
96788,11435,2015,1,true,false,false,false,false,false,0,0.17,0.03,8.3,"[]","[]",,,
48667,31038,2015,1,true,false,false,false,false,false,0,0.37,0.22,7.2,"[]","[]",,,
56983,33537,2015,1,true,false,false,false,false,false,0.36,0.44,0,7.4,"[]","[]",,,
